Date,AHT,ALT,ARH,WS,RAINFALL
1-12-1970,34.4,24.5,70.25,4.0,0
2-12-1970,34.5,25,72,2.97,0
3-12-1970,33.9,24.2,83.25,1.53,0
4-12-1970,33.9,24.7,76.75,6.37,0
5-12-1970,34.4,24,74,5.83,0
6-12-1970,34.7,23.3,78.75,2.6,0
7-12-1970,32,24,82.75,4.67,11.8
8-12-1970,33.5,23.8,75.25,4.2,0.1
9-12-1970,34.1,24,75,1.67,0
10-12-1970,34.4,25.1,79.25,2.73,0
11-12-1970,33.6,25.2,74.75,6.1,0
12-12-1970,31.3,24.1,87.75,8.07,0
13-12-1970,32.5,22.9,79.5,7.17,0
14-12-1970,32.6,24.5,78.5,5.47,0
15-12-1970,31.7,23.4,91.25,1.0,0
16-12-1970,32.5,22.5,84,2.57,13.8
17-12-1970,32.4,24.2,84.75,2.95,0
18-12-1970,31.4,24.2,84,4.7,1.9
19-12-1970,29.5,22.5,91,5.17,1.7
20-12-1970,29.7,23.4,91.75,5.35,25
21-12-1970,28,22.2,95.5,5.1,10.4
22-12-1970,25.2,21.9,98,3.27,34
23-12-1970,30.5,21.6,90,1.77,16.6
24-12-1970,31.9,22.6,91.75,3.65,0
25-12-1970,30.7,21.7,82.5,4.0,9.3
26-12-1970,30.3,23.1,87.25,3.1,0
27-12-1970,32.1,23.6,91.25,1.83,5.8
28-12-1970,33,23.5,85.5,7.5,1.9
29-12-1970,30.3,23.1,89.5,0.33,4.9
30-12-1970,32.2,24,84.5,2.0,6.2
31-12-1970,32.6,23.5,85,7.43,0
1-12-1971,32.2,22.9,83,3.0,0
2-12-1971,31.4,23.7,89,3.35,4.7
3-12-1971,29.8,23.5,82.5,4.17,4.9
4-12-1971,32.5,22.6,75.75,3.67,0
5-12-1971,33.3,23.1,70.25,5.3,0
6-12-1971,34.1,23.1,73,5.9,0
7-12-1971,34.2,23.8,70.25,3.97,0
8-12-1971,34.4,23.6,68.75,2.9,0
9-12-1971,31.8,24.2,79.25,3.83,0
10-12-1971,32.8,23.7,82.75,1.13,0
11-12-1971,33.7,23.8,72.5,6.67,0.8
12-12-1971,34,24.2,71.75,4.67,0
13-12-1971,34.1,25,77.5,3.67,0.2
14-12-1971,34.2,24.5,71,5.57,2.9
15-12-1971,33.8,23.9,73.5,2.97,0
16-12-1971,34.1,23.7,70.5,3.93,0
17-12-1971,34.3,23.2,67,6.43,0
18-12-1971,31.1,24.4,81.25,11.5,0
19-12-1971,34,24.3,71,3.1,0
20-12-1971,35,24.1,66.5,3.13,0
21-12-1971,34.3,24.2,64.25,2.6,0
22-12-1971,30.5,23.5,88.25,5.73,0
23-12-1971,30.3,23.2,87.5,6.83,51
24-12-1971,32.8,23.7,79.25,2.5,8.4
25-12-1971,31.7,24.5,83,3.33,0
26-12-1971,30.2,24.1,82.75,6.3,0
27-12-1971,29.6,23.7,85.75,3.83,0.6
28-12-1971,30.9,23.2,84.5,2.13,0
29-12-1971,32.1,23.1,85,5.83,2.8
30-12-1971,32.2,22.4,79.25,4.67,18
31-12-1971,31,23.4,85.5,6.53,0
1-12-1972,32.8,23.3,84.25,4.67,5.7
2-12-1972,32.8,25,83.25,6.23,0.8
3-12-1972,33.6,24,78,2.6,0
4-12-1972,34.2,24.5,76.25,2.57,0
5-12-1972,33,24.8,80.5,3.33,0
6-12-1972,30.4,24.5,89,2.67,9.2
7-12-1972,31.5,24.1,93,2.0,0
8-12-1972,32.5,24.4,81.5,1.87,1.3
9-12-1972,29.4,23.3,86.5,3.17,0.5
10-12-1972,33.3,24.5,81,3.67,0.3
11-12-1972,34,23.9,78,4.27,0
12-12-1972,31.7,24.3,86.75,2.23,0
13-12-1972,29.6,23.5,87.5,2.23,0
14-12-1972,31.9,24.5,88.5,4.43,15.4
15-12-1972,33,24.5,81.75,2.9,4
16-12-1972,33.4,25.5,81.5,2.17,0
17-12-1972,31.6,25.2,87.25,3.67,19.2
18-12-1972,32,24.6,89.5,0.83,4.2
19-12-1972,29.2,23.2,92.25,1.0,9.7
20-12-1972,29.5,23.7,88.5,6.67,55.4
21-12-1972,32.3,24,92,0.67,13.4
22-12-1972,30.3,25.3,84,3.5,7
23-12-1972,34.2,24.1,77,5.83,0
24-12-1972,35.4,24.3,72.5,2.9,0
25-12-1972,30.9,25.1,87.75,5.3,0
26-12-1972,33.4,24.6,84.25,3.43,0.4
27-12-1972,32.6,24.3,81,1.9,0
28-12-1972,32.5,23.1,83.5,2.77,2
29-12-1972,29.8,25.3,91,4.57,0.3
30-12-1972,29.7,22.6,86.75,5.33,20.3
31-12-1972,33.5,23.5,80.75,2.9,0
1-12-1973,29.7,23.4,90.5,2.57,5.5
2-12-1973,31.4,23,85.5,0.0,2.4
3-12-1973,27.5,22.1,90.75,6.33,0
4-12-1973,30.3,21.3,83.5,2.0,4.8
5-12-1973,33.5,22.5,78.25,4.6,0
6-12-1973,33.4,23.8,74,5.73,0
7-12-1973,33,24,73.75,3.63,0
8-12-1973,31.4,23.7,84.5,3.9,0
9-12-1973,33.3,24.6,78,5.77,0
10-12-1973,28,22.5,91.5,3.57,29
11-12-1973,29.8,22.6,84.75,2.0,39.5
12-12-1973,30.8,22.2,85.5,6.1,66.4
13-12-1973,30.2,22.7,86,1.67,15
14-12-1973,28.6,22.5,83,4.33,13.5
15-12-1973,31.9,22.3,80,1.77,0
16-12-1973,32.5,24,81.5,2.67,0
17-12-1973,29.4,23.6,91.5,7.0,3.7
18-12-1973,32,23.5,87,4.4,1.6
19-12-1973,30.7,23,84.75,4.8,0
20-12-1973,29.5,23,96.25,2.83,2.2
21-12-1973,28.5,22.7,94.25,0.9,11.6
22-12-1973,31.1,23.2,85.25,2.33,7.6
23-12-1973,32.3,23.1,85.5,2.27,0
24-12-1973,30.4,23.7,85.5,1.93,0.1
25-12-1973,32.8,23.5,79.25,2.23,3
26-12-1973,31.6,25,87,6.07,0
27-12-1973,31.2,22.4,86.75,5.43,9
28-12-1973,29,23.1,92.75,2.0,1.5
29-12-1973,31.5,23.6,83.75,2.1,4.3
30-12-1973,32.1,24.4,87.75,4.1,0.2
31-12-1973,31.3,23.7,84.5,3.37,0
1-12-1974,34.5,25,73,2.63,0.3
2-12-1974,32.5,25.7,81.25,6.97,0
3-12-1974,31.2,24.4,83,7.23,0
4-12-1974,31.5,22,85.75,3.07,42.6
5-12-1974,31.5,24.4,84,2.0,0
6-12-1974,31,23.4,83.5,7.8,4.7
7-12-1974,27.7,22.5,90.75,5.43,13.9
8-12-1974,30.8,22.2,87.5,5.7,7.2
9-12-1974,28.5,22.4,91.25,3.57,18
10-12-1974,28.1,23.4,95.5,1.7,1.5
11-12-1974,30.5,22.4,88,3.33,62.6
12-12-1974,31.2,23.2,83.5,5.2,3.3
13-12-1974,31.5,23.3,88.75,1.27,0
14-12-1974,30.3,24.1,88.75,2.33,4.6
15-12-1974,27.8,22.5,95,2.87,0
16-12-1974,27.8,22,88.75,2.23,35.7
17-12-1974,29.3,23.3,93,3.33,0
18-12-1974,28,22.5,95,2.27,4.2
19-12-1974,27.2,22.5,91.25,2.9,31.8
20-12-1974,31.5,23.4,85.5,5.1,4.2
21-12-1974,31,23.3,79,5.9,0.1
22-12-1974,29.4,23,89.25,3.9,2.6
23-12-1974,31.6,23,81,4.03,5.6
24-12-1974,29.4,23.9,92.5,6.1,0
25-12-1974,29.8,23.1,85.25,6.63,10.7
26-12-1974,29.4,24.4,94,4.43,1.5
27-12-1974,31.2,23.6,81,2.9,2.2
28-12-1974,31.8,23.7,83.25,4.77,0
29-12-1974,30.8,23.5,86.75,2.57,0
30-12-1974,30.3,21,82.25,2.43,27.8
31-12-1974,31,24.6,82.5,5.57,0
1-12-1975,29.4,23,91.25,8.33,0
2-12-1975,29.6,21.4,80,2.83,5.6
3-12-1975,32.2,23.3,84.25,3.9,0
4-12-1975,32,24.7,81.5,6.2,0.1
5-12-1975,32.8,22.5,80.5,3.67,1.6
6-12-1975,32.5,24.4,80.25,5.0,0
7-12-1975,30.2,23,86,3.33,0.5
8-12-1975,30.2,23.5,90,3.17,5
9-12-1975,32.9,23.5,73.75,2.9,0.5
10-12-1975,33.7,24,78.25,4.43,0
11-12-1975,31.4,22.4,86.75,1.07,25
12-12-1975,33.3,23.6,80.25,3.63,0
13-12-1975,31.5,22.6,83.5,2.03,27.5
14-12-1975,32.8,23.8,80.75,5.33,0.2
15-12-1975,32.4,24.5,81.25,2.9,0
16-12-1975,32.8,24.4,86,3.6,0
17-12-1975,26.2,24.3,93.75,2.03,8
18-12-1975,30.8,23.4,86.5,2.33,2
19-12-1975,32.7,23.7,83.5,3.1,0.9
20-12-1975,31.6,22.4,82.25,5.0,11.8
21-12-1975,30.3,24,90,2.77,0
22-12-1975,30.5,23.3,74.75,1.67,7.2
23-12-1975,30.6,23.3,86.75,5.77,0.5
24-12-1975,28.7,22.3,94,5.57,0.5
25-12-1975,30.4,21.4,83,1.77,58.8
26-12-1975,31.2,22.7,90.25,0.77,0
27-12-1975,30.6,23.4,87,2.57,5.5
28-12-1975,31.3,22.3,81.75,3.67,0
29-12-1975,27.5,22.5,91,4.43,34
30-12-1975,31,21.4,88.25,1.77,13.4
31-12-1975,31.6,22.7,84.75,7.2,5
1-12-1976,32.4,23.2,75.75,1.33,2.4
2-12-1976,30.5,24.4,83,4.83,0
3-12-1976,31.5,22.5,80.25,4.0,0
4-12-1976,28,22.8,92.25,1.0,0
5-12-1976,31.3,22.9,87,4.43,49.6
6-12-1976,31.3,23.6,81.25,3.9,0
7-12-1976,33.3,23.6,78.5,5.33,1.3
8-12-1976,33.9,24.2,73,1.0,0.1
9-12-1976,34.3,24.5,62.25,1.0,0
10-12-1976,34.4,24.5,67.25,6.4,0
11-12-1976,33.7,24.6,68.5,5.0,0
12-12-1976,32.7,24.2,73.25,5.33,0
13-12-1976,34.2,24.6,68.25,3.23,1.6
14-12-1976,34.2,24.4,70,8.33,0
15-12-1976,34.4,25,69.75,6.67,0.1
16-12-1976,34,24.5,67,4.23,0
17-12-1976,33.4,26.7,70.75,6.67,0
18-12-1976,30.4,23.4,91,2.5,0
19-12-1976,30.9,23.5,83,0.33,11
20-12-1976,29.5,24.1,94.25,2.0,0
21-12-1976,27.7,22.4,89.75,3.9,11.9
22-12-1976,31.2,23.4,84.5,2.0,0
23-12-1976,32.4,23.6,80.5,7.77,5.6
24-12-1976,31.1,24.4,87.5,1.77,0
25-12-1976,27.8,23.4,94.5,1.0,5.6
26-12-1976,28.7,23.6,88.5,3.03,21.9
27-12-1976,32.7,23.9,86.25,1.77,2.8
28-12-1976,27.7,22.4,94,3.13,16.4
29-12-1976,28.7,23.6,89.75,1.67,44
30-12-1976,29.6,24,84.75,6.13,0
31-12-1976,28.9,24.2,93.75,5.67,2
1-12-1977,31.8,22.6,84,1.07,29.5
2-12-1977,27.7,23.2,92,1.07,0
3-12-1977,30.3,23,86,1.07,6
4-12-1977,28.7,22.2,88.25,1.63,13.2
5-12-1977,32.8,21.8,76.5,1.63,1
6-12-1977,32,23.3,77,1.77,0.3
7-12-1977,30.5,23.5,83.5,2.2,0
8-12-1977,29.4,23,94.75,1.53,0
9-12-1977,28.5,21.8,89,1.1,39.6
10-12-1977,27.2,22,90.75,0.67,0.2
11-12-1977,29.6,22.1,91.75,1.8,27.2
12-12-1977,29.7,22,88.25,1.07,2.7
13-12-1977,30.5,22,93.5,1.07,0
14-12-1977,28,22.2,89,1.77,14.2
15-12-1977,31.8,22,85,2.27,2
16-12-1977,31.7,23,81.5,1.93,0.8
17-12-1977,31.2,23.8,84.5,2.77,2.3
18-12-1977,31.4,23.8,75.25,3.2,1.8
19-12-1977,30.8,23.5,81,3.33,0
20-12-1977,32,22.7,86.25,0.83,4
21-12-1977,31.8,23.8,90.25,2.37,2
22-12-1977,31.4,22.7,79.75,1.37,2
23-12-1977,32.1,22,85.75,1.1,0
24-12-1977,29.1,23,89.5,2.63,1.3
25-12-1977,29.2,23.7,85,2.73,1
26-12-1977,32,21.8,83.75,2.37,22
27-12-1977,31.3,23.8,86.25,1.63,5.2
28-12-1977,31.3,23.6,83.25,1.13,1
29-12-1977,32.3,23.6,80.75,2.7,0
30-12-1977,31.1,23.2,79,2.43,0
31-12-1977,32.4,22.4,74.25,1.63,48
1-12-1978,27.5,23.3,90,1.0,4
2-12-1978,31.1,22.5,85.5,1.27,0
3-12-1978,31.7,23.5,93.25,2.27,0
4-12-1978,31.5,23.1,77.75,2.17,8.2
5-12-1978,32.7,23.9,84,1.8,0.4
6-12-1978,30,23.1,89.25,2.1,0.3
7-12-1978,29.6,23.5,95.25,2.53,0
8-12-1978,31.7,22.1,89,0.97,2.5
9-12-1978,32.5,23.3,87.25,1.33,6.5
10-12-1978,31.7,22.7,87,1.1,6.2
11-12-1978,30.2,23.1,91.25,0.83,0
12-12-1978,26.9,22.5,92.25,1.4,10.5
13-12-1978,29.6,22.1,93.25,0.67,10.4
14-12-1978,30.5,22.3,87.75,1.77,15
15-12-1978,32.5,24.1,78.75,0.63,0.4
16-12-1978,29.6,24.1,92.25,1.47,0
17-12-1978,31.6,23.3,86,1.3,16.4
18-12-1978,32.5,21.3,80.5,4.1,9
19-12-1978,31.5,23.4,81.5,0.57,1.8
20-12-1978,32.3,24.3,79.5,2.03,0
21-12-1978,27.7,22.9,96.25,2.0,1
22-12-1978,29.5,22.9,88.25,2.2,8.5
23-12-1978,28.8,23.1,95.75,0.0,0
24-12-1978,30.8,22.7,86.5,1.93,3.7
25-12-1978,31.8,22.1,86.75,2.1,0.2
26-12-1978,31,23.2,79.75,0.73,0
27-12-1978,31.5,23.1,88,1.47,0
28-12-1978,29.8,22.3,88,1.03,0
29-12-1978,32.3,23.1,86.5,0.93,0
30-12-1978,32.8,22.1,85,0.53,0
31-12-1978,32.4,22.4,90.75,1.83,21
1-12-1979,26.5,21.1,95.5,1.4,26
2-12-1979,33,22,77.5,1.77,19.4
3-12-1979,33.7,24.2,74.25,2.37,0
4-12-1979,33,24.7,85.5,1.2,0
5-12-1979,,,,1.37,
6-12-1979,33.5,23.7,75.75,3.37,0
7-12-1979,,,,4.2,
8-12-1979,,,,0.83,
9-12-1979,,,,1.1,
10-12-1979,29.9,21.1,92.75,1.1,2.7
11-12-1979,32.3,23.1,81.75,2.17,2
12-12-1979,32.2,23.1,83.5,2.33,0
13-12-1979,32.9,24.1,83,2.2,0.2
14-12-1979,31.7,23.1,84.5,2.3,0.5
15-12-1979,27.6,23.2,98,0.6,21.3
16-12-1979,28.1,22.1,,1.93,25.5
17-12-1979,30.2,23.4,93,1.13,0.3
18-12-1979,,,,0.53,
19-12-1979,,,,2.23,
20-12-1979,30.2,23.1,81.75,2.37,5.5
21-12-1979,,,,1.53,
22-12-1979,,,,1.0,
23-12-1979,33.2,24.1,75,2.8,0
24-12-1979,30.7,24,93.25,3.17,0
25-12-1979,,,,2.63,
26-12-1979,33.8,22.7,76.75,2.17,0
27-12-1979,,,,1.1,
28-12-1979,30.8,24.1,88.75,3.3,6.2
29-12-1979,28.5,23.1,91.25,1.17,22.7
30-12-1979,30.4,22.5,90.25,0.53,22.1
31-12-1979,29.9,23.3,92,2.03,0
1-12-1980,30.4,24.1,81.25,1.2,0
2-12-1980,32.6,22.5,78.25,3.77,8.2
3-12-1980,32.3,24.1,78.75,1.67,0
4-12-1980,29.4,23.1,90.5,3.0,0.7
5-12-1980,,,,1.67,
6-12-1980,31.5,23.6,85,1.67,0
7-12-1980,,,,2.2,
8-12-1980,33.6,23.1,71.75,1.77,0
9-12-1980,,,,2.2,
10-12-1980,32.3,24.1,82.5,2.33,0
11-12-1980,34.1,23.7,78.75,2.17,0
12-12-1980,33.8,23.1,82.25,2.53,0
13-12-1980,,,,1.77,
14-12-1980,32.4,24.2,83.25,0.67,0
15-12-1980,30.9,23.4,90.5,2.17,0.3
16-12-1980,31.7,22.7,83.25,1.67,14.8
17-12-1980,29.6,23,92,1.17,29.3
18-12-1980,32.8,23.1,77.5,1.77,20.3
19-12-1980,33,23.1,78.25,3.43,2.6
20-12-1980,31.4,24.1,81.5,3.3,0
21-12-1980,28.8,23.1,90.75,2.53,0
22-12-1980,24.9,23.1,97,1.1,3.5
23-12-1980,29.9,22.7,89.5,1.43,15.3
24-12-1980,28.9,23.1,90.5,3.33,8.1
25-12-1980,26.8,22.3,91,1.67,46.2
26-12-1980,30.7,22.3,85.25,4.8,2.4
27-12-1980,31.3,22.3,91.25,1.67,2.5
28-12-1980,30.4,21.5,89.75,2.07,0
29-12-1980,31.4,21.4,84.5,1.5,36
30-12-1980,30.3,23.1,87,1.43,0
31-12-1980,33.2,22.1,82,3.47,0
1-12-1981,,,,1.5,
2-12-1981,34,24.7,79.25,2.7,1.8
3-12-1981,34,24.1,84.75,1.87,0
4-12-1981,,,,1.93,
5-12-1981,32,23.9,87.5,3.3,31.4
6-12-1981,,,,2.73,
7-12-1981,33.5,22.7,78.75,3.2,0
8-12-1981,32,23.8,94,0.43,0
9-12-1981,29.7,23.1,92.25,1.73,0.4
10-12-1981,31.8,23.2,83,1.97,13
11-12-1981,32.6,23.2,86.25,2.4,0
12-12-1981,31.3,23.5,92.75,0.53,3.8
13-12-1981,33.8,21.3,81.5,0.97,11
14-12-1981,,,,0.53,
15-12-1981,32,21.6,86,3.3,0
16-12-1981,30.1,23.7,86.25,2.17,9
17-12-1981,30.1,23.7,91,1.63,7
18-12-1981,29.3,23.7,95.5,1.87,1.4
19-12-1981,26,23.1,95.5,2.03,14.1
20-12-1981,30.7,22.9,91.75,1.8,3.2
21-12-1981,31.5,23.2,86.25,2.9,2.8
22-12-1981,30.4,23.6,85.5,3.23,1.3
23-12-1981,32,23.3,83.5,3.37,0
24-12-1981,31.5,23.4,86,1.2,0
25-12-1981,,,,1.1,
26-12-1981,28.4,23.7,92,1.27,2.1
27-12-1981,,,,0.67,
28-12-1981,,,,1.9,
29-12-1981,32.6,23.1,88.25,1.7,0
30-12-1981,31.7,22.9,87.5,1.2,2.1
31-12-1981,32.9,24,85.5,1.87,10.3
1-12-1982,,,,1.6,
2-12-1982,,,,0.77,
3-12-1982,28.6,23.7,92.75,1.6,0
4-12-1982,28.4,23.9,94.75,0.8,2.4
5-12-1982,,,,1.6,
6-12-1982,32,23.5,84.5,2.53,9.1
7-12-1982,,,,0.8,
8-12-1982,,,,0.77,
9-12-1982,30,22.5,92.5,2.03,0
10-12-1982,25,22.5,95.25,0.77,52.6
11-12-1982,,,,2.03,
12-12-1982,31.7,23.1,86,2.13,0.1
13-12-1982,33.4,24.3,79,2.1,0
14-12-1982,,,,1.2,
15-12-1982,29.5,25.1,90,1.37,0
16-12-1982,,,,0.83,
17-12-1982,,,,1.2,
18-12-1982,,,,2.13,
19-12-1982,32.5,24.3,81,0.67,0
20-12-1982,32.5,24.6,81.5,1.53,0.1
21-12-1982,32.1,24.1,89,1.2,26
22-12-1982,27.8,23.6,94.25,0.0,0.5
23-12-1982,31.2,23.2,86,1.43,55
24-12-1982,30.1,23.1,92.5,1.27,30.2
25-12-1982,,,,0.0,
26-12-1982,31.5,23.5,89.75,2.27,4
27-12-1982,,,,1.33,
28-12-1982,28.2,22.4,96.25,1.77,1.7
29-12-1982,26.7,22.3,91.5,0.77,56.6
30-12-1982,,,,1.03,
31-12-1982,,,,1.3,
1-12-1983,31.1,23.9,,0.87,0
2-12-1983,30.1,23.7,,0.53,0
3-12-1983,28.6,22.1,,0.0,1.2
4-12-1983,29.5,23.3,,0.53,0
5-12-1983,26.7,22.3,,0.0,14.5
6-12-1983,26.8,23.5,,0.0,70
7-12-1983,29.2,22.7,,0.0,4.4
8-12-1983,28.6,23.1,,0.33,15.6
9-12-1983,28.5,23.1,,0.53,0
10-12-1983,29.8,22.9,,0.0,14.8
11-12-1983,29.6,23.5,,1.07,0
12-12-1983,32.7,21.7,,0.5,0.6
13-12-1983,32.1,23.3,,1.27,6
14-12-1983,30.4,23.5,,0.23,0
15-12-1983,24.8,23.7,,0.53,20.2
16-12-1983,30.6,21.7,,0.53,3
17-12-1983,31,22.9,,2.2,0
18-12-1983,27.7,23.3,,0.53,1
19-12-1983,31.4,22.5,,1.1,36
20-12-1983,32.1,24.1,,1.6,0
21-12-1983,29.4,23.3,,1.1,14.8
22-12-1983,29.4,22.3,,0.0,9.4
23-12-1983,32.3,22.1,,0.53,7.2
24-12-1983,31.4,22.5,,1.1,1.4
25-12-1983,31.8,24.7,,1.1,0
26-12-1983,26.8,24.7,,0.0,0
27-12-1983,28.8,22.9,,0.1,26
28-12-1983,28.6,22.5,,0.1,16
29-12-1983,32,23.1,,0.0,3.6
30-12-1983,27.4,24.1,,0.0,4.6
31-12-1983,28.2,21.9,,1.0,101.8
1-12-1984,31.1,26.3,,1.1,0
2-12-1984,31.4,23.7,,0.77,0.4
3-12-1984,32,22.9,,1.2,14.9
4-12-1984,31.2,23.5,,1.87,0
5-12-1984,33.1,23.3,,1.27,5.2
6-12-1984,33.7,23.7,,0.67,2.2
7-12-1984,31.8,29.4,,0.67,2.4
8-12-1984,29.1,23.9,,0.77,40.9
9-12-1984,31.9,24.5,,0.77,1
10-12-1984,29,24.1,,1.53,0.6
11-12-1984,29.3,23.9,,2.37,0.4
12-12-1984,30.8,23.3,,1.63,0
13-12-1984,33.6,24.5,,1.47,1
14-12-1984,35,25.7,,1.03,1.6
15-12-1984,33.3,24.8,,0.0,4
16-12-1984,30.7,23.7,,0.0,0
17-12-1984,30.8,24.2,,1.63,10.6
18-12-1984,33.1,23.4,,1.37,1.8
19-12-1984,33.1,23.7,,1.43,0
20-12-1984,28.8,23.9,,2.2,0
21-12-1984,29.4,20.9,,0.6,21.2
22-12-1984,33.1,22.3,,0.77,0
23-12-1984,31.6,23.3,,0.77,2
24-12-1984,33.5,22.5,,1.27,5
25-12-1984,30.8,23.5,,1.37,0
26-12-1984,30.5,22.3,,1.03,0.4
27-12-1984,31.5,23.1,,2.17,0
28-12-1984,29.9,23.6,,1.1,0.4
29-12-1984,26.2,22.9,,0.0,3.7
30-12-1984,29.3,23.5,,0.43,10.2
31-12-1984,31.1,22.2,,2.43,18.2
